Source,Target,Type,Id,Label,timeset,Weight
726781774124762,203732229660252,Directed,405,,,1
305445076247141,167358239995050,Directed,406,,,1
154424564600210,58660352716,Directed,407,,,1
154424564600210,316864921689297,Directed,408,,,1
154424564600210,106118859419701,Directed,409,,,1
154424564600210,867828839906589,Directed,410,,,1
154424564600210,225753630157,Directed,411,,,1
154424564600210,1016320905048997,Directed,412,,,1
154424564600210,8276914582,Directed,413,,,1
154424564600210,1507125606182980,Directed,414,,,1
154424564600210,111382562236411,Directed,415,,,1
154424564600210,432919326780360,Directed,416,,,1
154424564600210,22279807607,Directed,417,,,1
154424564600210,161986143881195,Directed,418,,,1
154424564600210,440794232689386,Directed,419,,,1
154424564600210,141667832575093,Directed,420,,,1
154424564600210,47392274582,Directed,421,,,1
154424564600210,253349134732302,Directed,422,,,1
154424564600210,113383062038446,Directed,423,,,1
154424564600210,1541777786044442,Directed,424,,,1
154424564600210,521921534545567,Directed,425,,,1
154424564600210,267081993416948,Directed,426,,,1
154424564600210,112698185418598,Directed,427,,,1
154424564600210,408588035872893,Directed,428,,,1
154424564600210,218758174964056,Directed,429,,,1
154424564600210,215380638665932,Directed,430,,,1
154424564600210,121112121420553,Directed,431,,,1
154424564600210,607387266006971,Directed,432,,,1
154424564600210,135157525002,Directed,433,,,1
154424564600210,57503531788,Directed,434,,,1
154424564600210,574624805923128,Directed,435,,,1
154424564600210,39795225543,Directed,436,,,1
154424564600210,574194555931776,Directed,437,,,1
154424564600210,121943994494325,Directed,438,,,1
154424564600210,1494045094169610,Directed,439,,,1
154424564600210,415839008452042,Directed,440,,,1
154424564600210,38641212854,Directed,441,,,1
154424564600210,316489315054055,Directed,442,,,1
154424564600210,112232165456079,Directed,443,,,1
154424564600210,256456604367656,Directed,444,,,1
154424564600210,247892522065241,Directed,445,,,1
154424564600210,608544929155933,Directed,446,,,1
154424564600210,160568307398092,Directed,447,,,1
154424564600210,120853864595195,Directed,448,,,1
154424564600210,429578920438552,Directed,449,,,1
154424564600210,118765268208297,Directed,450,,,1
154424564600210,1413382938912638,Directed,451,,,1
154424564600210,152452064782617,Directed,452,,,1
154424564600210,373233282741796,Directed,453,,,1
154424564600210,196129893733800,Directed,454,,,1
154424564600210,38490794797,Directed,455,,,1
154424564600210,526441400749996,Directed,456,,,1
154424564600210,66435815451,Directed,457,,,1
154424564600210,151836294860509,Directed,458,,,1
154424564600210,234567313300556,Directed,459,,,1
154424564600210,182346521881060,Directed,460,,,1
154424564600210,125516354181066,Directed,461,,,1
154424564600210,68230071420,Directed,462,,,1
154424564600210,102621521371,Directed,463,,,1
154424564600210,130366111594,Directed,464,,,1
154424564600210,610778282312811,Directed,465,,,1
154424564600210,843028655723522,Directed,466,,,1
154424564600210,128286087182062,Directed,467,,,1
154424564600210,567403480014394,Directed,468,,,1
154424564600210,151163061642845,Directed,469,,,1
154424564600210,158352134203230,Directed,470,,,1
154424564600210,72947896764,Directed,471,,,1
154424564600210,240775436012880,Directed,472,,,1
154424564600210,178887418928124,Directed,473,,,1
154424564600210,296989473712450,Directed,474,,,1
154424564600210,43225541827,Directed,475,,,1
154424564600210,160936384061795,Directed,476,,,1
154424564600210,193637694014149,Directed,477,,,1
154424564600210,413907158701709,Directed,478,,,1
154424564600210,1455469211350784,Directed,479,,,1
154424564600210,112379758823649,Directed,480,,,1
154424564600210,187007651324618,Directed,481,,,1
154424564600210,216480351844528,Directed,482,,,1
154424564600210,402606693106201,Directed,483,,,1
154424564600210,138511932830838,Directed,484,,,1
154424564600210,386755931337433,Directed,485,,,1
154424564600210,633223770068709,Directed,486,,,1
154424564600210,1376002849350070,Directed,487,,,1
154424564600210,352967268138489,Directed,488,,,1
154424564600210,121944204602204,Directed,489,,,1
154424564600210,1403736529897014,Directed,490,,,1
154424564600210,57166529496,Directed,491,,,1
154424564600210,197728113596471,Directed,492,,,1
154424564600210,188800427797025,Directed,493,,,1
154424564600210,109607879105448,Directed,494,,,1
154424564600210,146547178888307,Directed,495,,,1
154424564600210,802941746401612,Directed,496,,,1
154424564600210,164459517561,Directed,497,,,1
154424564600210,128472013912354,Directed,498,,,1
154424564600210,257294057679264,Directed,499,,,1
154424564600210,379488482164530,Directed,500,,,1
154424564600210,226468050803970,Directed,501,,,1
154424564600210,287168011327,Directed,502,,,1
154424564600210,100549066819586,Directed,503,,,1
154424564600210,118081128274294,Directed,504,,,1
154424564600210,159147150956795,Directed,505,,,1
154424564600210,261096143172,Directed,506,,,1
154424564600210,456910784414482,Directed,507,,,1
154424564600210,288191947864618,Directed,508,,,1
154424564600210,236479773144803,Directed,509,,,1
154424564600210,171020673105269,Directed,510,,,1
154424564600210,143049202378752,Directed,511,,,1
154424564600210,163691139525,Directed,512,,,1
154424564600210,160154960738089,Directed,513,,,1
154424564600210,109560849070024,Directed,514,,,1
154424564600210,493051840817836,Directed,515,,,1
154424564600210,30648837632,Directed,516,,,1
154424564600210,187339984135,Directed,517,,,1
154424564600210,136460509733500,Directed,518,,,1
154424564600210,494702173881081,Directed,519,,,1
154424564600210,8863608465,Directed,520,,,1
154424564600210,24547752280,Directed,521,,,1
154424564600210,132326306789256,Directed,522,,,1
154424564600210,203864372990346,Directed,523,,,1
154424564600210,1377064289207636,Directed,524,,,1
154424564600210,293785384057880,Directed,525,,,1
154424564600210,156777571030011,Directed,526,,,1
154424564600210,442630629092186,Directed,527,,,1
154424564600210,156021151008,Directed,528,,,1
154424564600210,325359117511369,Directed,529,,,1
154424564600210,136392183797,Directed,530,,,1
154424564600210,196357860439165,Directed,531,,,1
154424564600210,70797629903,Directed,532,,,1
154424564600210,160328994139467,Directed,533,,,1
154424564600210,193742520810138,Directed,534,,,1
154424564600210,535662296519866,Directed,535,,,1
154424564600210,51860737815,Directed,536,,,1
154424564600210,131894197003019,Directed,537,,,1
154424564600210,349299821869557,Directed,538,,,1
154424564600210,106224729408756,Directed,539,,,1
154424564600210,511169352270156,Directed,540,,,1
154424564600210,480043275387121,Directed,541,,,1
154424564600210,263170710497451,Directed,542,,,1
154424564600210,226415390825785,Directed,543,,,1
154424564600210,109497142428488,Directed,544,,,1
154424564600210,353169071454175,Directed,545,,,1
154424564600210,574952232532511,Directed,546,,,1
154424564600210,50099940783,Directed,547,,,1
154424564600210,253591258001281,Directed,548,,,1
154424564600210,135027149995221,Directed,549,,,1
154424564600210,286196861493426,Directed,550,,,1
154424564600210,19004299144,Directed,551,,,1
154424564600210,19545846753,Directed,552,,,1
154424564600210,6082590101,Directed,553,,,1
154424564600210,48671515539,Directed,554,,,1
154424564600210,193686430643897,Directed,555,,,1
154424564600210,376956295340,Directed,556,,,1
154424564600210,31772462827,Directed,557,,,1
154424564600210,218163204867981,Directed,558,,,1
154424564600210,456838697739067,Directed,559,,,1
154424564600210,108769455819898,Directed,560,,,1
154424564600210,242356872557519,Directed,561,,,1
154424564600210,107678542595542,Directed,562,,,1
154424564600210,154740797898339,Directed,563,,,1
154424564600210,198227423665755,Directed,564,,,1
154424564600210,12040282146,Directed,565,,,1
154424564600210,40444963499,Directed,566,,,1
154424564600210,122726917799559,Directed,567,,,1
154424564600210,183653988315565,Directed,568,,,1
154424564600210,456930550993920,Directed,569,,,1
154424564600210,274347319351497,Directed,570,,,1
154424564600210,202231146571139,Directed,571,,,1
154424564600210,98164920265,Directed,572,,,1
154424564600210,141640072559590,Directed,573,,,1
154424564600210,515847628445037,Directed,574,,,1
154424564600210,160678237451381,Directed,575,,,1
154424564600210,362879190495960,Directed,576,,,1
154424564600210,111541054636,Directed,577,,,1
154424564600210,296410203779028,Directed,578,,,1
154424564600210,29890105917,Directed,579,,,1
154424564600210,133409023355771,Directed,580,,,1
154424564600210,513732662029827,Directed,581,,,1
154424564600210,176183882565711,Directed,582,,,1
154424564600210,441753049219754,Directed,583,,,1
154424564600210,115784985174725,Directed,584,,,1
154424564600210,171684439547127,Directed,585,,,1
154424564600210,142349609145394,Directed,586,,,1
154424564600210,174510132605409,Directed,587,,,1
154424564600210,133777986643404,Directed,588,,,1
154424564600210,108625969161309,Directed,589,,,1
154424564600210,134879809943779,Directed,590,,,1
154424564600210,23781510808,Directed,591,,,1
154424564600210,310715902311463,Directed,592,,,1
154424564600210,248788025134451,Directed,593,,,1
154424564600210,290394074362969,Directed,594,,,1
154424564600210,254442727992147,Directed,595,,,1
154424564600210,282875115214463,Directed,596,,,1
154424564600210,319846451367567,Directed,597,,,1
154424564600210,503560083016329,Directed,598,,,1
154424564600210,497307693692963,Directed,599,,,1
154424564600210,154214151303283,Directed,600,,,1
154424564600210,495774513766664,Directed,601,,,1
154424564600210,331162326936239,Directed,602,,,1
154424564600210,388587391231571,Directed,603,,,1
154424564600210,116739698517410,Directed,604,,,1
154424564600210,115321781814419,Directed,605,,,1
154424564600210,255978298202472,Directed,606,,,1
154424564600210,108359999193016,Directed,607,,,1
154424564600210,415602148547784,Directed,608,,,1
154424564600210,133358033396342,Directed,609,,,1
154424564600210,435566509852005,Directed,610,,,1
154424564600210,384926661625655,Directed,611,,,1
154424564600210,257718640925362,Directed,612,,,1
154424564600210,70358446004,Directed,613,,,1
154424564600210,53541581995,Directed,614,,,1
154424564600210,180486618745282,Directed,615,,,1
154424564600210,111273398956998,Directed,616,,,1
154424564600210,330243473742522,Directed,617,,,1
154424564600210,274996949294540,Directed,618,,,1
154424564600210,287421933145,Directed,619,,,1
154424564600210,207188922726414,Directed,620,,,1
154424564600210,153188731548761,Directed,621,,,1
154424564600210,187956091243274,Directed,622,,,1
154424564600210,149547131771182,Directed,623,,,1
154424564600210,340373399593,Directed,624,,,1
154424564600210,116636481815311,Directed,625,,,1
154424564600210,153900431409800,Directed,626,,,1
154424564600210,263580697080085,Directed,627,,,1
154424564600210,112251498845939,Directed,628,,,1
154424564600210,15672033850,Directed,629,,,1
154424564600210,469549456398554,Directed,630,,,1
154424564600210,175021916715,Directed,631,,,1
154424564600210,148883438517333,Directed,632,,,1
154424564600210,127435211056,Directed,633,,,1
154424564600210,89585789925,Directed,634,,,1
154424564600210,486055178079546,Directed,635,,,1
154424564600210,516986565054775,Directed,636,,,1
154424564600210,77941253294,Directed,637,,,1
154424564600210,279536132087816,Directed,638,,,1
