Source,Target,Type,Id,Label,timeset,Weight
313595788739120,137029526330648,Directed,236,,,1
12955899333,7764573022,Directed,237,,,1
12955899333,20281766647,Directed,238,,,1
20281766647,12955899333,Directed,239,,,1
413708012044983,100484820802,Directed,240,,,1
413708012044983,313595788739120,Directed,241,,,1
271730225599,10664530778,Directed,242,,,1
271730225599,100484820802,Directed,243,,,1
87199626608,615085188507202,Directed,244,,,1
87199626608,117342865147,Directed,245,,,1
87199626608,19366141168,Directed,246,,,1
87199626608,83711079303,Directed,247,,,1
87199626608,5170395767,Directed,248,,,1
87199626608,28940545600,Directed,249,,,1
87199626608,6558867050,Directed,250,,,1
87199626608,10376464573,Directed,251,,,1
87199626608,45309870078,Directed,252,,,1
107938243423,5678046685,Directed,253,,,1
107938243423,12955899333,Directed,254,,,1
107938243423,20281766647,Directed,255,,,1
25593816105,53402485622,Directed,256,,,1
25593816105,14226545351,Directed,257,,,1
53402485622,21898300328,Directed,258,,,1
53402485622,356579012251,Directed,259,,,1
53402485622,615085188507202,Directed,260,,,1
53402485622,11145281150,Directed,261,,,1
53402485622,28940545600,Directed,262,,,1
53402485622,6558867050,Directed,263,,,1
53402485622,83711079303,Directed,264,,,1
53402485622,45084588507,Directed,265,,,1
35498912016,10376464573,Directed,266,,,1
35498912016,271730225599,Directed,267,,,1
35498912016,19787971220,Directed,268,,,1
35498912016,56848544614,Directed,269,,,1
35896804101,14226545351,Directed,270,,,1
35896804101,5747398233,Directed,271,,,1
197474901813,109218389152020,Directed,272,,,1
197474901813,447425735281,Directed,273,,,1
197474901813,450131130590,Directed,274,,,1
197474901813,356579012251,Directed,275,,,1
197474901813,117342865147,Directed,276,,,1
197474901813,181861021831773,Directed,277,,,1
197474901813,45309870078,Directed,278,,,1
197474901813,83711079303,Directed,279,,,1
40067858839,100484820802,Directed,280,,,1
40067858839,26012002239,Directed,281,,,1
40067858839,615085188507202,Directed,282,,,1
139999882711639,137029526330648,Directed,283,,,1
